都道府県,性別,年齢階級,転出超過数,人口,転出超過率(%)
山梨県,女,25歳～29歳,-166,15931,-1.042
山梨県,女,30歳～34歳,45,17486,0.2573
山梨県,女,35歳～39歳,45,20288,0.2218
山梨県,女,40歳～44歳,41,23881,0.1717
山梨県,女,45歳～49歳,61,28404,0.2148
山梨県,女,50歳～54歳,47,27544,0.1706
山梨県,女,55歳～59歳,58,26515,0.2187
山梨県,女,60歳～64歳,51,26198,0.1947
山梨県,女,65歳～69歳,32,28901,0.1107
山梨県,女,70歳～74歳,35,31275,0.1119
山梨県,女,75歳～79歳,5,25391,0.0197
山梨県,女,80歳～84歳,10,20951,0.0477
山梨県,女,85歳～89歳,29,16926,0.1713
山梨県,女,90歳以上,-5,14391,-0.0347
長野県,総数,0歳～4歳,417,69990,0.5958
長野県,総数,5歳～9歳,248,82204,0.3017
長野県,総数,10歳～14歳,29,90679,0.032
長野県,総数,15歳～19歳,-1402,91524,-1.5318
長野県,総数,20歳～24歳,-2795,76757,-3.6414
長野県,総数,25歳～29歳,-644,83074,-0.7752
長野県,総数,30歳～34歳,210,91941,0.2284
長野県,総数,35歳～39歳,302,105941,0.2851
長野県,総数,40歳～44歳,390,129673,0.3008
長野県,総数,45歳～49歳,300,151088,0.1986
長野県,総数,50歳～54歳,239,135556,0.1763
長野県,総数,55歳～59歳,294,127368,0.2308
長野県,総数,60歳～64歳,401,125507,0.3195
長野県,総数,65歳～69歳,326,139244,0.2341
長野県,総数,70歳～74歳,158,155625,0.1015
長野県,総数,75歳～79歳,58,124017,0.0468
長野県,総数,80歳～84歳,40,96878,0.0413
長野県,総数,85歳～89歳,15,74011,0.0203
長野県,総数,90歳以上,-1,57167,-0.0017
長野県,男,0歳～4歳,228,35885,0.6354
長野県,男,5歳～9歳,124,42058,0.2948
長野県,男,10歳～14歳,18,46401,0.0388
長野県,男,15歳～19歳,-676,47199,-1.4322
長野県,男,20歳～24歳,-1113,40027,-2.7806
長野県,男,25歳～29歳,-408,43603,-0.9357
長野県,男,30歳～34歳,-53,47342,-0.112
長野県,男,35歳～39歳,179,53976,0.3316
長野県,男,40歳～44歳,204,65890,0.3096
長野県,男,45歳～49歳,144,77102,0.1868
長野県,男,50歳～54歳,68,68527,0.0992
長野県,男,55歳～59歳,126,63658,0.1979
長野県,男,60歳～64歳,255,62016,0.4112
長野県,男,65歳～69歳,194,68256,0.2842
長野県,男,70歳～74歳,101,74874,0.1349
長野県,男,75歳～79歳,32,56993,0.0561
長野県,男,80歳～84歳,28,41206,0.068
長野県,男,85歳～89歳,-1,27606,-0.0036
長野県,男,90歳以上,14,15488,0.0904
長野県,女,0歳～4歳,189,34105,0.5542
長野県,女,5歳～9歳,124,40146,0.3089
長野県,女,10歳～14歳,11,44278,0.0248
長野県,女,15歳～19歳,-726,44325,-1.6379
長野県,女,20歳～24歳,-1682,36730,-4.5794
長野県,女,25歳～29歳,-236,39471,-0.5979
長野県,女,30歳～34歳,263,44599,0.5897
長野県,女,35歳～39歳,123,51965,0.2367
長野県,女,40歳～44歳,186,63783,0.2916
長野県,女,45歳～49歳,156,73986,0.2109
長野県,女,50歳～54歳,171,67029,0.2551
長野県,女,55歳～59歳,168,63710,0.2637
長野県,女,60歳～64歳,146,63491,0.23
長野県,女,65歳～69歳,132,70988,0.1859
長野県,女,70歳～74歳,57,80751,0.0706
長野県,女,75歳～79歳,26,67024,0.0388
長野県,女,80歳～84歳,12,55672,0.0216
長野県,女,85歳～89歳,16,46405,0.0345
長野県,女,90歳以上,-15,41679,-0.036
岐阜県,総数,0歳～4歳,391,68460,0.5711
岐阜県,総数,5歳～9歳,92,82403,0.1116
岐阜県,総数,10歳～14歳,10,89657,0.0112
岐阜県,総数,15歳～19歳,-827,94220,-0.8777
岐阜県,総数,20歳～24歳,-2919,87552,-3.334
岐阜県,総数,25歳～29歳,-1355,82970,-1.6331
岐阜県,総数,30歳～34歳,-227,91668,-0.2476
岐阜県,総数,35歳～39歳,-9,105320,-0.0085
岐阜県,総数,40歳～44歳,28,123910,0.0226
岐阜県,総数,45歳～49歳,6,148261,0.004
岐阜県,総数,50歳～54歳,44,129691,0.0339
岐阜県,総数,55歳～59歳,138,123121,0.1121
岐阜県,総数,60歳～64歳,99,118502,0.0835
岐阜県,総数,65歳～69歳,53,133167,0.0398
岐阜県,総数,70歳～74歳,-12,153050,-0.0078
岐阜県,総数,75歳～79歳,2,116958,0.0017
岐阜県,総数,80歳～84歳,-8,89549,-0.0089
岐阜県,総数,85歳～89歳,7,61399,0.0114
岐阜県,総数,90歳以上,-41,39628,-0.1035
岐阜県,男,0歳～4歳,222,35043,0.6335
岐阜県,男,5歳～9歳,31,42269,0.0733
岐阜県,男,10歳～14歳,9,45854,0.0196
岐阜県,男,15歳～19歳,-507,47985,-1.0566
岐阜県,男,20歳～24歳,-1208,44205,-2.7327
岐阜県,男,25歳～29歳,-428,42631,-1.004
岐阜県,男,30歳～34歳,-105,47115,-0.2229
岐阜県,男,35歳～39歳,21,53301,0.0394
岐阜県,男,40歳～44歳,54,63022,0.0857
岐阜県,男,45歳～49歳,15,74849,0.02
岐阜県,男,50歳～54歳,72,64444,0.1117
岐阜県,男,55歳～59歳,95,60061,0.1582
岐阜県,男,60歳～64歳,80,57258,0.1397
岐阜県,男,65歳～69歳,50,63709,0.0785
岐阜県,男,70歳～74歳,21,73040,0.0288
岐阜県,男,75歳～79歳,4,53162,0.0075
岐阜県,男,80歳～84歳,6,37878,0.0158
岐阜県,男,85歳～89歳,25,22385,0.1117
岐阜県,男,90歳以上,-11,10384,-0.1059
岐阜県,女,0歳～4歳,169,33417,0.5057
岐阜県,女,5歳～9歳,61,40134,0.152
岐阜県,女,10歳～14歳,1,43803,0.0023
岐阜県,女,15歳～19歳,-320,46235,-0.6921
岐阜県,女,20歳～24歳,-1711,43347,-3.9472
岐阜県,女,25歳～29歳,-927,40339,-2.298
岐阜県,女,30歳～34歳,-122,44553,-0.2738
岐阜県,女,35歳～39歳,-30,52019,-0.0577
岐阜県,女,40歳～44歳,-26,60888,-0.0427
岐阜県,女,45歳～49歳,-9,73412,-0.0123
岐阜県,女,50歳～54歳,-28,65247,-0.0429
岐阜県,女,55歳～59歳,43,63060,0.0682
岐阜県,女,60歳～64歳,19,61244,0.031
岐阜県,女,65歳～69歳,3,69458,0.0043
岐阜県,女,70歳～74歳,-33,80010,-0.0412
岐阜県,女,75歳～79歳,-2,63796,-0.0031
岐阜県,女,80歳～84歳,-14,51671,-0.0271
岐阜県,女,85歳～89歳,-18,39014,-0.0461
岐阜県,女,90歳以上,-30,29244,-0.1026
静岡県,総数,0歳～4歳,-253,126776,-0.1996
静岡県,総数,5歳～9歳,-205,149854,-0.1368
静岡県,総数,10歳～14歳,-146,162093,-0.0901
静岡県,総数,15歳～19歳,-2033,162595,-1.2503
静岡県,総数,20歳～24歳,-2540,148873,-1.7062
静岡県,総数,25歳～29歳,-1436,161615,-0.8885
静岡県,総数,30歳～34歳,-727,180883,-0.4019
静岡県,総数,35歳～39歳,-160,205905,-0.0777
静岡県,総数,40歳～44歳,-66,234807,-0.0281
静岡県,総数,45歳～49歳,4,277723,0.0014
静岡県,総数,50歳～54歳,98,247272,0.0396
静岡県,総数,55歳～59歳,168,229010,0.0734
静岡県,総数,60歳～64歳,208,222575,0.0935
静岡県,総数,65歳～69歳,235,247803,0.0948
静岡県,総数,70歳～74歳,136,274672,0.0495
静岡県,総数,75歳～79歳,40,215529,0.0186
静岡県,総数,80歳～84歳,-67,162880,-0.0411
静岡県,総数,85歳～89歳,36,111038,0.0324
静岡県,総数,90歳以上,-3,72360,-0.0041
静岡県,男,0歳～4歳,-158,65181,-0.2424
静岡県,男,5歳～9歳,-62,76849,-0.0807
静岡県,男,10歳～14歳,-41,82948,-0.0494
静岡県,男,15歳～19歳,-1142,84284,-1.3549
静岡県,男,20歳～24歳,-825,77444,-1.0653
静岡県,男,25歳～29歳,-772,86086,-0.8968
静岡県,男,30歳～34歳,-584,94547,-0.6177
静岡県,男,35歳～39歳,-114,106282,-0.1073
静岡県,男,40歳～44歳,-44,120808,-0.0364
静岡県,男,45歳～49歳,35,142540,0.0246
静岡県,男,50歳～54歳,67,126291,0.0531
静岡県,男,55歳～59歳,92,115721,0.0795
静岡県,男,60歳～64歳,110,110980,0.0991
静岡県,男,65歳～69歳,148,121478,0.1218
静岡県,男,70歳～74歳,120,131362,0.0914
静岡県,男,75歳～79歳,48,98296,0.0488
静岡県,男,80歳～84歳,-6,69427,-0.0086
静岡県,男,85歳～89歳,40,40025,0.0999
静岡県,男,90歳以上,10,18733,0.0534
静岡県,女,0歳～4歳,-95,61595,-0.1542
静岡県,女,5歳～9歳,-143,73005,-0.1959
静岡県,女,10歳～14歳,-105,79145,-0.1327
静岡県,女,15歳～19歳,-891,78311,-1.1378
静岡県,女,20歳～24歳,-1715,71429,-2.401
静岡県,女,25歳～29歳,-664,75529,-0.8791
静岡県,女,30歳～34歳,-143,86336,-0.1656
静岡県,女,35歳～39歳,-46,99623,-0.0462
静岡県,女,40歳～44歳,-22,113999,-0.0193
静岡県,女,45歳～49歳,-31,135183,-0.0229
静岡県,女,50歳～54歳,31,120981,0.0256
静岡県,女,55歳～59歳,76,113289,0.0671
静岡県,女,60歳～64歳,98,111595,0.0878
静岡県,女,65歳～69歳,87,126325,0.0689
静岡県,女,70歳～74歳,16,143310,0.0112
静岡県,女,75歳～79歳,-8,117233,-0.0068
静岡県,女,80歳～84歳,-61,93453,-0.0653
静岡県,女,85歳～89歳,-4,71013,-0.0056
静岡県,女,90歳以上,-13,53627,-0.0242
愛知県,総数,0歳～4歳,-557,299823,-0.1858
愛知県,総数,5歳～9歳,-396,330860,-0.1197
愛知県,総数,10歳～14歳,-183,342959,-0.0534
愛知県,総数,15歳～19歳,-506,354902,-0.1426
愛知県,総数,20歳～24歳,1572,390194,0.4029
愛知県,総数,25歳～29歳,595,400116,0.1487
愛知県,総数,30歳～34歳,167,419095,0.0398
愛知県,総数,35歳～39歳,-259,457369,-0.0566
愛知県,総数,40歳～44歳,-595,508725,-0.117
愛知県,総数,45歳～49歳,-307,605189,-0.0507
愛知県,総数,50歳～54歳,-524,522755,-0.1002
愛知県,総数,55歳～59歳,-415,454530,-0.0913
愛知県,総数,60歳～64歳,-483,389838,-0.1239
愛知県,総数,65歳～69歳,-350,414679,-0.0844
愛知県,総数,70歳～74歳,-140,492110,-0.0284
愛知県,総数,75歳～79歳,-19,392361,-0.0048
愛知県,総数,80歳～84歳,82,284700,0.0288
愛知県,総数,85歳～89歳,37,178569,0.0207
愛知県,総数,90歳以上,99,102184,0.0969
愛知県,男,0歳～4歳,-206,153686,-0.134
愛知県,男,5歳～9歳,-161,169781,-0.0948
愛知県,男,10歳～14歳,-64,175738,-0.0364
愛知県,男,15歳～19歳,27,182741,0.0148
愛知県,男,20歳～24歳,1021,201706,0.5062
愛知県,男,25歳～29歳,97,210960,0.046
愛知県,男,30歳～34歳,164,220088,0.0745
愛知県,男,35歳～39歳,-152,237781,-0.0639
愛知県,男,40歳～44歳,-337,262584,-0.1283
愛知県,男,45歳～49歳,-165,311300,-0.053
愛知県,男,50歳～54歳,-348,269112,-0.1293
愛知県,男,55歳～59歳,-285,231687,-0.123
愛知県,男,60歳～64歳,-385,195405,-0.197
愛知県,男,65歳～69歳,-273,201403,-0.1355
愛知県,男,70歳～74歳,-172,233262,-0.0737
愛知県,男,75歳～79歳,-52,180136,-0.0289
愛知県,男,80歳～84歳,-11,123275,-0.0089
愛知県,男,85歳～89歳,-24,65757,-0.0365
愛知県,男,90歳以上,17,26978,0.063
愛知県,女,0歳～4歳,-351,146137,-0.2402
愛知県,女,5歳～9歳,-235,161079,-0.1459
愛知県,女,10歳～14歳,-119,167221,-0.0712
愛知県,女,15歳～19歳,-533,172161,-0.3096
愛知県,女,20歳～24歳,551,188488,0.2923
愛知県,女,25歳～29歳,498,189156,0.2633
愛知県,女,30歳～34歳,3,199007,0.0015
愛知県,女,35歳～39歳,-107,219588,-0.0487
愛知県,女,40歳～44歳,-258,246141,-0.1048
愛知県,女,45歳～49歳,-142,293889,-0.0483
愛知県,女,50歳～54歳,-176,253643,-0.0694
愛知県,女,55歳～59歳,-130,222843,-0.0583
愛知県,女,60歳～64歳,-98,194433,-0.0504
愛知県,女,65歳～69歳,-77,213276,-0.0361
愛知県,女,70歳～74歳,32,258848,0.0124
愛知県,女,75歳～79歳,33,212225,0.0155
愛知県,女,80歳～84歳,93,161425,0.0576
愛知県,女,85歳～89歳,61,112812,0.0541
愛知県,女,90歳以上,82,75206,0.109
三重県,総数,0歳～4歳,-62,61203,-0.1013
三重県,総数,5歳～9歳,-165,71759,-0.2299
三重県,総数,10歳～14歳,-110,78128,-0.1408
三重県,総数,15歳～19歳,-851,80821,-1.0529
三重県,総数,20歳～24歳,-2354,76762,-3.0666
三重県,総数,25歳～29歳,-1311,78396,-1.6723
三重県,総数,30歳～34歳,-451,85359,-0.5284
三重県,総数,35歳～39歳,-96,95620,-0.1004
三重県,総数,40歳～44歳,-133,110992,-0.1198
三重県,総数,45歳～49歳,-61,133919,-0.0455
三重県,総数,50歳～54歳,-145,117395,-0.1235
三重県,総数,55歳～59歳,-48,112233,-0.0428
三重県,総数,60歳～64歳,-18,105555,-0.0171
三重県,総数,65歳～69歳,-23,116426,-0.0198
三重県,総数,70歳～74歳,-12,132144,-0.0091
三重県,総数,75歳～79歳,-9,103499,-0.0087
三重県,総数,80歳～84歳,-34,79163,-0.0429
三重県,総数,85歳～89歳,-64,55436,-0.1154
三重県,総数,90歳以上,-39,35405,-0.1102
三重県,男,0歳～4歳,-58,31410,-0.1847
三重県,男,5歳～9歳,-70,36732,-0.1906
三重県,男,10歳～14歳,-74,39877,-0.1856
三重県,男,15歳～19歳,-458,41305,-1.1088
三重県,男,20歳～24歳,-983,39398,-2.4951
三重県,男,25歳～29歳,-716,41594,-1.7214
三重県,男,30歳～34歳,-233,44344,-0.5254
三重県,男,35歳～39歳,-18,49099,-0.0367
三重県,男,40歳～44歳,-55,56614,-0.0971
三重県,男,45歳～49歳,4,68098,0.0059
三重県,男,50歳～54歳,-95,58912,-0.1613
三重県,男,55歳～59歳,-2,55409,-0.0036
三重県,男,60歳～64歳,44,51351,0.0857
三重県,男,65歳～69歳,-8,55851,-0.0143
三重県,男,70歳～74歳,7,62556,0.0112
三重県,男,75歳～79歳,15,46968,0.0319
三重県,男,80歳～84歳,1,33430,0.003
三重県,男,85歳～89歳,-26,20084,-0.1295
三重県,男,90歳以上,-3,9361,-0.032
三重県,女,0歳～4歳,-4,29793,-0.0134
三重県,女,5歳～9歳,-95,35027,-0.2712
三重県,女,10歳～14歳,-36,38251,-0.0941
三重県,女,15歳～19歳,-393,39516,-0.9945
三重県,女,20歳～24歳,-1371,37364,-3.6693
三重県,女,25歳～29歳,-595,36802,-1.6168
三重県,女,30歳～34歳,-218,41015,-0.5315
三重県,女,35歳～39歳,-78,46521,-0.1677
三重県,女,40歳～44歳,-78,54378,-0.1434
三重県,女,45歳～49歳,-65,65821,-0.0988
三重県,女,50歳～54歳,-50,58483,-0.0855
三重県,女,55歳～59歳,-46,56824,-0.081
三重県,女,60歳～64歳,-62,54204,-0.1144
三重県,女,65歳～69歳,-15,60575,-0.0248
三重県,女,70歳～74歳,-19,69588,-0.0273
三重県,女,75歳～79歳,-24,56531,-0.0425
三重県,女,80歳～84歳,-35,45733,-0.0765
三重県,女,85歳～89歳,-38,35352,-0.1075
三重県,女,90歳以上,-36,26044,-0.1382
滋賀県,総数,0歳～4歳,283,56791,0.4983
滋賀県,総数,5歳～9歳,79,65794,0.1201
滋賀県,総数,10歳～14歳,-12,68784,-0.0174
滋賀県,総数,15歳～19歳,238,71350,0.3336
滋賀県,総数,20歳～24歳,-1299,71038,-1.8286
滋賀県,総数,25歳～29歳,101,65262,0.1548
滋賀県,総数,30歳～34歳,319,73629,0.4333
滋賀県,総数,35歳～39歳,245,83451,0.2936
滋賀県,総数,40歳～44歳,29,95820,0.0303
滋賀県,総数,45歳～49歳,18,109147,0.0165
滋賀県,総数,50歳～54歳,92,91772,0.1002
滋賀県,総数,55歳～59歳,1,84212,0.0012
滋賀県,総数,60歳～64歳,30,79100,0.0379
滋賀県,総数,65歳～69歳,58,86496,0.0671
滋賀県,総数,70歳～74歳,46,96270,0.0478
滋賀県,総数,75歳～79歳,4,71197,0.0056
滋賀県,総数,80歳～84歳,32,51431,0.0622
滋賀県,総数,85歳～89歳,56,35795,0.1564
滋賀県,総数,90歳以上,33,24122,0.1368
滋賀県,男,0歳～4歳,169,29164,0.5795
滋賀県,男,5歳～9歳,44,33807,0.1302
滋賀県,男,10歳～14歳,-11,35401,-0.0311
滋賀県,男,15歳～19歳,214,36960,0.579
滋賀県,男,20歳～24歳,-496,37834,-1.311
滋賀県,男,25歳～29歳,-8,34415,-0.0232
滋賀県,男,30歳～34歳,58,38018,0.1526
滋賀県,男,35歳～39歳,103,42299,0.2435
滋賀県,男,40歳～44歳,37,47910,0.0772
滋賀県,男,45歳～49歳,-12,55207,-0.0217
滋賀県,男,50歳～54歳,57,45796,0.1245
滋賀県,男,55歳～59歳,-39,41611,-0.0937
滋賀県,男,60歳～64歳,-7,38569,-0.0181
滋賀県,男,65歳～69歳,5,42169,0.0119
滋賀県,男,70歳～74歳,3,46062,0.0065
滋賀県,男,75歳～79歳,11,33105,0.0332
滋賀県,男,80歳～84歳,6,22238,0.027
滋賀県,男,85歳～89歳,6,13109,0.0458
滋賀県,男,90歳以上,4,6279,0.0637
滋賀県,女,0歳～4歳,114,27627,0.4126
滋賀県,女,5歳～9歳,35,31987,0.1094
滋賀県,女,10歳～14歳,-1,33383,-0.003
滋賀県,女,15歳～19歳,24,34390,0.0698
滋賀県,女,20歳～24歳,-803,33204,-2.4184
滋賀県,女,25歳～29歳,109,30847,0.3534
滋賀県,女,30歳～34歳,261,35611,0.7329
滋賀県,女,35歳～39歳,142,41152,0.3451
滋賀県,女,40歳～44歳,-8,47910,-0.0167
滋賀県,女,45歳～49歳,30,53940,0.0556
滋賀県,女,50歳～54歳,35,45976,0.0761
滋賀県,女,55歳～59歳,40,42601,0.0939
滋賀県,女,60歳～64歳,37,40531,0.0913
滋賀県,女,65歳～69歳,53,44327,0.1196
滋賀県,女,70歳～74歳,43,50208,0.0856
滋賀県,女,75歳～79歳,-7,38092,-0.0184
滋賀県,女,80歳～84歳,26,29193,0.0891
滋賀県,女,85歳～89歳,50,22686,0.2204
滋賀県,女,90歳以上,29,17843,0.1625
京都府,総数,0歳～4歳,-218,87673,-0.2487
京都府,総数,5歳～9歳,-70,99422,-0.0704
京都府,総数,10歳～14歳,-16,106370,-0.015
京都府,総数,15歳～19歳,2896,122742,2.3594
京都府,総数,20歳～24歳,-1772,143678,-1.2333
京都府,総数,25歳～29歳,-2335,117557,-1.9863
京都府,総数,30歳～34歳,-1165,123208,-0.9456
京都府,総数,35歳～39歳,-377,138716,-0.2718
京都府,総数,40歳～44歳,-143,163121,-0.0877
京都府,総数,45歳～49歳,2,196687,0.001
京都府,総数,50歳～54歳,24,171244,0.014
京都府,総数,55歳～59歳,-20,152683,-0.0131
京都府,総数,60歳～64歳,12,137580,0.0087
京都府,総数,65歳～69歳,-49,154044,-0.0318
京都府,総数,70歳～74歳,-155,195786,-0.0792
京都府,総数,75歳～79歳,-115,150774,-0.0763
京都府,総数,80歳～84歳,-115,109824,-0.1047
京都府,総数,85歳～89歳,-83,75481,-0.11
京都府,総数,90歳以上,-54,48584,-0.1111
京都府,男,0歳～4歳,-113,44921,-0.2516
京都府,男,5歳～9歳,-8,50989,-0.0157
京都府,男,10歳～14歳,-24,54601,-0.044
京都府,男,15歳～19歳,1669,62816,2.657
京都府,男,20歳～24歳,-1207,72975,-1.654
京都府,男,25歳～29歳,-1226,58228,-2.1055
京都府,男,30歳～34歳,-474,61072,-0.7761
京都府,男,35歳～39歳,-167,67929,-0.2458
京都府,男,40歳～44歳,-114,80204,-0.1421
京都府,男,45歳～49歳,-36,96445,-0.0373
京都府,男,50歳～54歳,-15,83620,-0.0179
京都府,男,55歳～59歳,12,73770,0.0163
京都府,男,60歳～64歳,35,66427,0.0527
京都府,男,65歳～69歳,-18,72290,-0.0249
京都府,男,70歳～74歳,-101,89958,-0.1123
京都府,男,75歳～79歳,-54,66770,-0.0809
京都府,男,80歳～84歳,-51,45894,-0.1111
京都府,男,85歳～89歳,-26,27239,-0.0955
京都府,男,90歳以上,-14,12200,-0.1148
京都府,女,0歳～4歳,-105,42752,-0.2456
京都府,女,5歳～9歳,-62,48433,-0.128
京都府,女,10歳～14歳,8,51769,0.0155
京都府,女,15歳～19歳,1227,59926,2.0475
京都府,女,20歳～24歳,-565,70703,-0.7991
京都府,女,25歳～29歳,-1109,59329,-1.8692
京都府,女,30歳～34歳,-691,62136,-1.1121
京都府,女,35歳～39歳,-210,70787,-0.2967
京都府,女,40歳～44歳,-29,82917,-0.035
京都府,女,45歳～49歳,38,100242,0.0379
京都府,女,50歳～54歳,39,87624,0.0445
京都府,女,55歳～59歳,-32,78913,-0.0406
京都府,女,60歳～64歳,-23,71153,-0.0323
京都府,女,65歳～69歳,-31,81754,-0.0379
京都府,女,70歳～74歳,-54,105828,-0.051
京都府,女,75歳～79歳,-61,84004,-0.0726
京都府,女,80歳～84歳,-64,63930,-0.1001
京都府,女,85歳～89歳,-57,48242,-0.1182
京都府,女,90歳以上,-40,36384,-0.1099
大阪府,総数,0歳～4歳,-1233,317414,-0.3885
大阪府,総数,5歳～9歳,5,345940,0.0014
大阪府,総数,10歳～14歳,368,366145,0.1005
大阪府,総数,15歳～19歳,3513,400821,0.8765
大阪府,総数,20歳～24歳,8567,467195,1.8337
大阪府,総数,25歳～29歳,4025,457956,0.8789
大阪府,総数,30歳～34歳,50,467024,0.0107
大阪府,総数,35歳～39歳,-46,501482,-0.0092
大阪府,総数,40歳～44歳,54,572362,0.0094
大阪府,総数,45歳～49歳,226,711919,0.0317
大阪府,総数,50歳～54歳,159,633679,0.0251
大阪府,総数,55歳～59歳,-126,538085,-0.0234
大阪府,総数,60歳～64歳,-246,448981,-0.0548
大阪府,総数,65歳～69歳,-295,499249,-0.0591
大阪府,総数,70歳～74歳,-148,618732,-0.0239
大阪府,総数,75歳～79歳,229,511718,0.0448
大阪府,総数,80歳～84歳,294,374409,0.0785
大阪府,総数,85歳～89歳,157,230635,0.0681
大阪府,総数,90歳以上,114,126980,0.0898
大阪府,男,0歳～4歳,-569,162354,-0.3505
大阪府,男,5歳～9歳,-5,176474,-0.0028
大阪府,男,10歳～14歳,164,187534,0.0875
大阪府,男,15歳～19歳,1537,203718,0.7545
大阪府,男,20歳～24歳,2195,231542,0.948
大阪府,男,25歳～29歳,1615,224908,0.7181
大阪府,男,30歳～34歳,36,230653,0.0156
大阪府,男,35歳～39歳,61,247335,0.0247
大阪府,男,40歳～44歳,-24,280736,-0.0085
大阪府,男,45歳～49歳,148,350481,0.0422
大阪府,男,50歳～54歳,84,311958,0.0269
大阪府,男,55歳～59歳,10,264101,0.0038
大阪府,男,60歳～64歳,-101,218762,-0.0462
大阪府,男,65歳～69歳,-158,237306,-0.0666
大阪府,男,70歳～74歳,-77,284877,-0.027
大阪府,男,75歳～79歳,58,224305,0.0259
大阪府,男,80歳～84歳,158,155510,0.1016
大阪府,男,85歳～89歳,96,81845,0.1173
大阪府,男,90歳以上,25,31502,0.0794
大阪府,女,0歳～4歳,-664,155060,-0.4282
大阪府,女,5歳～9歳,10,169466,0.0059
大阪府,女,10歳～14歳,204,178611,0.1142
大阪府,女,15歳～19歳,1976,197103,1.0025
大阪府,女,20歳～24歳,6372,235653,2.704
大阪府,女,25歳～29歳,2410,233048,1.0341
大阪府,女,30歳～34歳,14,236371,0.0059
大阪府,女,35歳～39歳,-107,254147,-0.0421
大阪府,女,40歳～44歳,78,291626,0.0267
大阪府,女,45歳～49歳,78,361438,0.0216
大阪府,女,50歳～54歳,75,321721,0.0233
大阪府,女,55歳～59歳,-136,273984,-0.0496
大阪府,女,60歳～64歳,-145,230219,-0.063
大阪府,女,65歳～69歳,-137,261943,-0.0523
大阪府,女,70歳～74歳,-71,333855,-0.0213
大阪府,女,75歳～79歳,171,287413,0.0595
大阪府,女,80歳～84歳,136,218899,0.0621
大阪府,女,85歳～89歳,61,148790,0.041
大阪府,女,90歳以上,89,95478,0.0932
兵庫県,総数,0歳～4歳,1033,196475,0.5258
兵庫県,総数,5歳～9歳,250,225034,0.1111
兵庫県,総数,10歳～14歳,-62,238696,-0.026
兵庫県,総数,15歳～19歳,535,249139,0.2147
兵庫県,総数,20歳～24歳,-4958,245645,-2.0184
兵庫県,総数,25歳～29歳,-745,234214,-0.3181
兵庫県,総数,30歳～34歳,925,259573,0.3564
兵庫県,総数,35歳～39歳,469,297280,0.1578
兵庫県,総数,40歳～44歳,306,344704,0.0888
兵庫県,総数,45歳～49歳,-36,421487,-0.0085
兵庫県,総数,50歳～54歳,157,374245,0.042
兵庫県,総数,55歳～59歳,251,338016,0.0743
兵庫県,総数,60歳～64歳,318,311560,0.1021
兵庫県,総数,65歳～69歳,1,343794,0.0003
兵庫県,総数,70歳～74歳,-89,401579,-0.0222
兵庫県,総数,75歳～79歳,-131,314388,-0.0417
兵庫県,総数,80歳～84歳,-113,229724,-0.0492
兵庫県,総数,85歳～89歳,-149,158457,-0.094
兵庫県,総数,90歳以上,-64,98601,-0.0649
兵庫県,男,0歳～4歳,556,100615,0.5526
兵庫県,男,5歳～9歳,142,115268,0.1232
兵庫県,男,10歳～14歳,-7,122259,-0.0057
兵庫県,男,15歳～19歳,189,126328,0.1496
兵庫県,男,20歳～24歳,-2833,119675,-2.3672
兵庫県,男,25歳～29歳,-300,115518,-0.2597
兵庫県,男,30歳～34歳,596,128811,0.4627
兵庫県,男,35歳～39歳,265,145578,0.182
兵庫県,男,40歳～44歳,164,167862,0.0977
兵庫県,男,45歳～49歳,1,204929,0.0005
兵庫県,男,50歳～54歳,69,180698,0.0382
兵庫県,男,55歳～59歳,140,161950,0.0864
兵庫県,男,60歳～64歳,198,148921,0.133
兵庫県,男,65歳～69歳,-2,162876,-0.0012
兵庫県,男,70歳～74歳,-79,186558,-0.0423
兵庫県,男,75歳～79歳,-98,139155,-0.0704
兵庫県,男,80歳～84歳,-65,95143,-0.0683
兵庫県,男,85歳～89歳,-55,56058,-0.0981
兵庫県,男,90歳以上,-2,25093,-0.008
兵庫県,女,0歳～4歳,477,95860,0.4976
兵庫県,女,5歳～9歳,108,109766,0.0984
兵庫県,女,10歳～14歳,-55,116437,-0.0472
兵庫県,女,15歳～19歳,346,122811,0.2817
兵庫県,女,20歳～24歳,-2125,125970,-1.6869
兵庫県,女,25歳～29歳,-445,118696,-0.3749
兵庫県,女,30歳～34歳,329,130762,0.2516
兵庫県,女,35歳～39歳,204,151702,0.1345
兵庫県,女,40歳～44歳,142,176842,0.0803
兵庫県,女,45歳～49歳,-37,216558,-0.0171
兵庫県,女,50歳～54歳,88,193547,0.0455
兵庫県,女,55歳～59歳,111,176066,0.063
兵庫県,女,60歳～64歳,120,162639,0.0738
兵庫県,女,65歳～69歳,3,180918,0.0017
兵庫県,女,70歳～74歳,-10,215021,-0.0047
兵庫県,女,75歳～79歳,-33,175233,-0.0188
兵庫県,女,80歳～84歳,-48,134581,-0.0357
兵庫県,女,85歳～89歳,-94,102399,-0.0918
兵庫県,女,90歳以上,-62,73508,-0.0843
奈良県,総数,0歳～4歳,590,44171,1.3357
奈良県,総数,5歳～9歳,242,52647,0.4597
奈良県,総数,10歳～14歳,134,57453,0.2332
奈良県,総数,15歳～19歳,275,64063,0.4293
奈良県,総数,20歳～24歳,-2272,61073,-3.7201
